userId,movieId,rating
94903,1259,4.0
284625,292,4.0
146660,49910,4.5
197037,160289,4.0
153668,173,3.0
91051,780,3.0
117665,64614,4.5
13587,1259,4.5
210582,2005,5.0
67841,3114,3.0
241090,780,3.0
78741,333,2.0
169124,1831,2.0
306602,74510,4.0
310092,2302,1.5
242397,5816,2.0
295501,44191,5.0
151339,4983,3.0
45220,62511,4.0
210299,185,3.5
192900,292,3.0
203210,5816,3.0
275619,4995,3.0
159338,1283,5.0
303654,1914,2.5
19187,292,4.0
311382,5816,5.0
244747,5816,4.5
35328,63113,3.5
167253,2973,5.0
106733,333,4.0
161348,2000,4.0
109206,1282,3.0
116130,107406,2.0
35797,2000,4.5
131808,4995,4.5
285707,107406,4.5
51215,26974,5.0
204635,71057,4.5
328830,2973,2.0
95407,5816,3.5
116236,1259,3.0
13353,3596,3.0
61232,780,2.0
27762,64501,4.5
75186,70,3.0
5499,2443,3.0
165554,70,4.0
78899,2005,4.5
181315,173,2.0
15122,155,3.0
293829,780,5.0
320593,1599,1.0
156446,2000,4.0
255248,4995,4.0
131838,8291,4.5
107284,780,3.5
11969,179819,4.5
243634,4239,4.0
81796,4194,2.0
313603,85788,4.0
166339,61123,4.5
247450,780,4.0
172829,780,5.0
60162,292,3.5
296485,1251,5.0
53905,19,2.5
143308,44191,2.5
148348,63113,4.5
190553,44191,4.0
72254,2302,4.0
3835,2302,4.0
114056,69122,5.0
90850,83613,3.5
258097,64614,4.5
56956,4995,4.0
17382,7008,3.0
1312,3081,2.5
77673,1259,3.0
193534,69122,1.5
19270,64614,2.0
138312,4467,5.0
14674,780,3.5
164875,2096,4.0
233927,454,3.5
142246,69,2.0
227244,2012,3.0
289761,4239,3.0
128390,173,1.0
237371,3081,4.5
89208,68,5.0
83308,3640,3.0
163676,70,4.0
156297,70,3.5
104481,55118,4.0
35076,6213,4.0
319756,780,4.0
47973,2012,2.5
303934,1615,3.0
118242,2012,4.5
125193,4995,3.5
170861,2302,2.5
227440,63113,4.0
7886,77561,4.5
177962,75981,4.0
246596,1918,1.0
243204,5820,5.0
15069,1256,4.0
202001,1361,4.0
53929,454,3.0
230751,1933,2.5
27605,4995,4.0
170657,2012,3.0
120385,2005,3.0
3404,107406,3.5
191608,1831,3.5
259919,52321,3.0
241450,1259,4.0
160398,229,4.0
180519,55118,2.5
272326,333,3.0
12396,44191,4.5
96179,1694,3.0
105780,2295,3.0
203230,780,4.5
41948,780,5.0
146577,236,3.5
313855,292,3.0
75378,35,3.0
52353,3114,4.0
19363,179819,3.5
273998,2000,3.5
91984,4955,3.0
34787,4766,2.0
37108,454,3.0
138539,1256,3.0
71330,70,3.0
222126,2302,4.5
174815,69122,3.0
329908,2302,3.5
67051,4995,5.0
217010,2989,5.0
197380,4995,1.0
226440,107406,2.5
287462,3546,4.0
151529,57147,3.5
187980,4995,4.0
297965,63113,3.5
240601,3114,5.0
200923,62511,3.5
154124,2012,3.5
199667,2565,2.0
45706,1371,3.0
175564,1283,4.0
325070,8914,3.5
164095,333,3.0
180421,4995,3.0
52375,5816,4.0
245514,1918,1.0
36404,49910,5.0
192673,3114,3.0
5880,1259,5.0
105888,780,3.5
238380,2096,3.5
64517,69122,4.5
283350,3081,3.0
318624,1918,3.0
12832,107406,2.5
44034,501,5.0
196508,2989,4.0
167689,8914,3.0
216430,2012,4.0
144703,1831,2.0
193020,69,4.0
121164,2302,3.0
224280,2110,3.5
48650,292,3.5
177428,2012,3.5
60387,19,2.0
316124,185,0.5
192115,191479,3.0
45452,44191,3.5
28367,292,3.0
326640,1371,4.0
298035,1831,2.0
240754,144982,1.5
200922,3016,4.0
306588,2302,4.0
27340,2012,2.5
160406,44191,3.5
61525,1259,5.0
280900,2259,2.0
75015,19,0.5
221665,292,3.0
14404,55205,3.5
253417,44191,4.0
148267,3979,3.0
203525,1256,1.0
213285,50068,4.0
28682,33836,3.0
22119,1831,1.0
105556,2302,3.5
248670,4643,1.0
121128,63113,4.0
161960,780,3.0
17728,3361,5.0
270826,3114,4.0
257272,3081,3.5
94318,1283,4.5
58780,4467,3.0
29940,780,4.0
323707,292,4.0
46930,2302,4.5
318593,173,3.5
39504,5816,5.0
102367,5816,3.5
125914,59709,1.5
99707,134170,3.5
317423,2012,4.5
148924,137857,2.5
193690,2096,5.0
124015,780,3.5
231998,69,4.0
270536,1283,4.0
89177,185,3.0
216906,333,3.0
281228,948,4.0
294264,3114,4.0
155720,2731,4.0
161771,4995,5.0
318791,3100,3.0
175998,27700,3.5
274569,2302,3.5
214855,780,4.0
125198,1259,5.0
280837,173,2.0
287718,213,4.0
14363,780,3.0
5067,780,2.0
3226,77561,0.5
3589,2000,3.5
143390,4995,4.0
21843,2012,1.0
279199,780,3.5
240263,69122,3.5
20590,452,4.0
156509,19,3.0
54674,4814,3.0
151217,44191,4.5
245821,3100,4.0
13281,454,4.0
139890,70,2.0
305394,2731,5.0
281720,6591,3.0
280292,3640,3.5
190150,2065,4.0
3335,41997,4.5
73842,50068,4.0
159492,64614,0.5
227856,2110,3.0
320703,780,4.0
56430,454,2.0
70610,3081,5.0
116404,1282,3.0
300435,2000,4.0
104029,454,3.0
255727,1371,3.0
65393,1422,5.0
248601,4239,4.5
17327,5816,3.0
226632,71057,1.0
320678,134170,3.0
76357,48142,2.5
301211,64614,4.5
294927,70,2.5
256835,780,4.0
130371,70,3.0
302851,69122,4.5
280354,4546,4.0
243197,4995,4.0
70879,107406,1.0
330507,1256,4.0
248163,44191,5.0
223783,4239,4.0
51886,77561,3.5
238201,3100,3.0
16105,63113,0.5
183734,55118,4.5
197373,77561,2.0
206277,5816,4.5
197232,1259,4.0
126437,19,2.0
1430,2000,4.0
76692,74510,3.5
274860,5816,4.0
130620,5816,3.5
786,1256,4.0
25620,185,3.0
107208,2065,2.0
307551,1594,2.0
108810,5816,3.5
210009,780,4.0
321603,3100,4.0
252202,55118,3.5
124540,6213,4.0
201558,185,3.0
106803,173,4.0
13615,189333,5.0
169553,179819,4.0
148101,55118,4.5
27836,155,2.0
291808,19,2.5
57836,19,3.5
189869,2091,2.0
224154,3125,5.0
74754,333,4.0
135328,3114,4.5
81751,2302,3.0
249200,179819,4.0
137687,70,5.0
284411,1282,3.0
298574,4106,3.0
105946,2000,3.0
181829,1259,4.0
304650,173,2.0
294291,780,3.5
27380,19,1.0
225813,780,5.0
279692,4995,4.5
259569,71057,4.5
81743,236,4.0
1870,780,4.0
224270,72380,3.0
311021,3114,3.0
291847,64614,4.0
90002,62511,4.5
203850,3682,4.0
112078,780,4.0
83220,185,3.0
172821,1282,4.0
194630,1371,3.0
186471,4995,5.0
26247,44191,4.5
180710,1251,4.5
116047,1259,4.5
285145,33836,2.5
14901,4643,2.5
291435,4991,3.0
289118,6166,3.5
134535,780,2.0
50596,185,4.0
160070,780,5.0
46004,1283,4.0
283670,4995,3.5
40563,4995,4.5
146808,780,1.0
63758,2065,4.0
67934,292,3.0
37430,229,3.0
70836,3081,1.0
183547,333,4.5
158905,333,4.0
158224,2091,2.0
262748,5816,3.5
200713,780,3.5
10015,1996,5.0
95758,173,2.0
238828,780,3.5
79389,69122,3.5
174278,780,3.5
310132,4995,4.0
134866,1361,5.0
286456,1831,2.5
21588,236,3.0
69835,1259,5.0
20844,4995,4.0
102487,2731,3.5
188048,44191,5.0
263303,454,4.0
193624,501,5.0
103386,3970,4.0
57355,3777,1.0
254907,1594,5.0
40473,107406,3.5
279120,83613,2.0
234694,64614,4.0
297291,333,4.0
120788,3081,3.5
153934,3114,4.5
318442,1371,4.0
208486,185,3.5
295135,2000,4.0
77711,91485,4.0
184631,70,3.0
32620,44191,4.0
234525,3072,5.0
281450,333,4.0
277939,44191,4.0
325365,69122,4.0
302133,4467,3.5
298331,1251,4.5
285182,3361,3.5
136068,3114,3.0
240247,333,3.5
175655,2012,3.0
183537,4995,4.0
191065,780,5.0
166337,1918,3.0
198778,3114,4.0
293172,236,3.5
228153,7297,4.5
85796,1259,4.5
88861,70,4.0
306031,5816,3.5
59192,64614,3.0
18953,3361,4.0
272116,2096,3.0
108889,70,2.0
136662,4945,4.0
155637,6591,3.5
179791,185,2.0
184104,2005,4.0
246649,8884,1.5
141410,86,4.0
293162,2989,3.5
62850,2302,4.0
90535,70,3.0
91212,44191,5.0
276344,4643,2.0
40021,83613,4.5
54046,2065,4.0
306544,63113,3.0
23634,2000,3.0
303706,3114,3.5
136628,44191,3.5
314050,3205,4.0
280710,452,4.0
103907,7177,5.0
162600,1256,5.0
120175,2096,2.5
65000,3688,5.0
6073,1259,4.0
179369,77561,3.0
275074,4239,1.5
277835,780,4.0
171375,19,2.0
231427,780,2.5
276538,1259,3.0
45424,2012,4.5
154915,3114,3.0
185388,1371,1.0
298072,44191,2.5
231109,2973,3.0
274918,3081,4.0
302999,292,4.0
314499,3114,4.5
84840,454,3.0
37144,780,3.0
46183,1594,4.0
300116,83613,4.0
290894,70,4.0
243841,19,2.0
152801,77561,3.0
226856,19,2.5
290773,69122,0.5
290761,454,5.0
323270,4995,4.5
86414,45000,3.5
231321,44191,4.0
135293,3114,3.0
210960,64614,5.0
305073,114554,3.0
283140,44191,5.0
224734,4995,4.0
63564,4467,4.0
192219,58295,3.5
35875,1164,5.0
201615,4995,2.0
150692,2302,2.0
50673,2012,5.0
325240,4643,2.5
98043,5816,3.5
231109,3016,2.0
230502,173,3.5
298807,64614,4.5
170201,454,5.0
80770,19,3.5
115320,2012,3.5
310699,292,4.0
101097,44191,1.0
142559,69122,4.0
216485,44191,2.5
6116,1259,4.0
84281,1259,3.5
285652,4723,3.5
235209,4995,4.0
102688,55118,4.0
325544,1831,2.0
255536,4546,1.0
184578,107406,3.5
271146,19,4.0
262695,1259,5.0
321049,3361,5.0
76071,454,4.0
189682,5816,4.5
123221,4239,2.0
254420,5816,4.5
217655,606,4.0
33681,2000,4.0
52007,1831,2.0
285956,64614,4.5
311782,44191,5.0
205424,19,2.5
166255,2302,3.5
120465,2012,2.5
69835,50068,4.0
118920,8866,4.0
55877,69122,3.5
91505,1282,4.0
58956,77561,0.5
251036,780,3.5
16653,703,4.0
317754,1259,3.5
76882,5816,3.0
51828,1918,4.0
34684,69122,3.0
192359,4995,4.0
96373,185,4.0
56388,19,3.0
304179,2259,3.5
44063,2110,2.0
185940,2005,3.0
137218,5816,2.5
149982,4643,3.0
207216,4766,4.0
240760,179819,3.5
100088,276155,2.5
139245,19,1.0
329845,80969,2.5
58344,2302,3.0
119373,48142,1.0
36426,107406,2.0
124186,58295,3.5
274588,2000,4.0
25188,2005,3.0
55676,780,3.0
324110,185,2.5
185252,2012,2.0
150201,86,4.0
58024,2302,4.0
195348,1283,3.0
86059,3114,4.0
112346,63113,3.5
290297,1256,5.0
73367,1914,4.0
97651,185,4.0
207484,3114,3.5
95485,69122,1.0
168975,27815,3.0
53905,3114,2.0
262402,173,3.0
260303,1279,5.0
58632,5816,5.0
24702,1918,2.0
40805,3100,2.0
251757,173,1.0
140185,292,5.0
33649,74510,4.0
86494,2000,2.5
311601,19,2.5
198210,1918,2.5
126971,25834,4.0
106358,1686,4.0
211956,4995,4.5
302126,2012,5.0
66865,69122,3.0
204448,4995,2.5
234039,69,4.0
144235,1615,3.0
53227,2065,3.0
267005,292,3.0
139751,4643,4.0
32627,70,1.0
78250,70,2.0
35078,4467,4.0
77816,19,4.0
104825,780,4.0
128884,4995,2.0
252428,1831,2.5
162102,19,1.0
308046,1256,4.5
12867,780,2.0
247078,780,3.5
84499,83613,3.0
117959,4723,4.0
281161,3081,4.0
61896,19,2.0
191941,780,5.0
40013,69122,4.5
159005,2302,5.0
4718,3114,3.0
306148,44191,4.0
208713,3114,3.5
293491,1831,3.0
238313,3100,1.5
287907,27022,3.0
215885,4643,2.5
43718,6166,1.0
137953,1259,3.0
8978,4467,2.5
69156,1259,5.0
306075,5816,2.0
108815,4995,4.0
171184,19,4.0
206449,2000,4.5
14674,3081,4.0
203213,292,4.0
263388,454,5.0
102622,173,3.0
301091,185,3.0
43087,69122,4.0
221866,4643,4.0
11212,1686,3.0
47784,5816,5.0
239103,1259,4.0
244901,2096,4.0
231827,69122,5.0
162118,1845,4.0
250588,70,4.0
37372,74510,5.0
132740,780,3.5
27945,173,0.5
206834,5816,4.0
215910,70,3.0
179246,5816,3.0
33144,189333,3.5
84078,1259,5.0
143193,1259,4.0
43116,3688,1.0
18590,3016,4.0
247495,3114,4.5
15345,3081,4.0
126891,69122,4.5
306333,69122,4.5
268939,61646,4.0
241522,173,3.0
43103,4467,3.0
285348,2005,5.0
48244,27815,4.5
53663,780,3.0
139919,2731,0.5
99157,70,4.0
204102,4557,5.0
6778,58295,3.5
2162,185,3.0
247941,229,5.0
158809,3114,4.0
247933,64614,5.0
277785,91485,0.5
65635,780,4.0
252870,6591,4.0
67945,19,1.0
213063,2012,3.5
115059,3072,3.5
270699,122884,2.0
72466,992,1.0
296035,1831,2.0
4934,780,4.0
79332,213,4.0
131175,780,2.5
8904,173,2.0
69918,3081,5.0
148259,69122,0.5
212117,1283,3.0
304982,454,4.0
154243,4467,1.0
10963,236,3.0
312567,69,5.0
58237,136018,3.5
247451,1259,4.0
255819,19,1.0
281876,333,1.0
250322,3114,3.0
207981,61123,0.5
170669,1251,5.0
297210,4995,3.5
114479,2110,4.0
115465,19,1.0
11111,1594,3.5
274536,70,3.0
282053,185,4.0
75661,454,3.0
318142,5651,3.5
232509,5816,3.0
150936,1283,5.0
284501,1694,3.0
111105,5816,3.0
15105,236,4.0
290558,62511,3.5
67542,5816,4.0
60356,3081,4.0
30133,4995,3.5
286674,3979,3.5
45226,136365,5.0
74854,1615,4.0
305193,3979,4.0
226415,3114,2.5
133393,64614,5.0
155411,173,2.5
257906,8914,3.0
197929,454,4.0
135475,1282,4.0
159257,6213,3.0
18276,2302,2.0
66338,1251,5.0
231453,185,1.0
104198,57873,3.0
314043,48262,4.0
121104,2000,4.0
28680,1845,2.5
291402,4814,3.0
11592,780,2.0
205830,1259,5.0
37203,69,2.5
314355,1282,3.5
189614,95570,5.0
283429,1918,2.5
46482,2096,2.0
325644,4643,1.0
83352,44191,4.0
64763,501,5.0
134557,3072,3.5
107307,4995,4.0
23032,1259,4.5
194290,292,3.0
157205,179819,3.0
330686,3682,3.0
146748,5816,3.0
103370,3979,3.5
90036,333,4.0
24420,77561,1.5
277618,1282,4.5
255410,1831,3.0
287802,181315,5.0
7161,2989,3.0
293839,1845,3.0
80841,454,4.0
95774,2096,2.5
204686,1371,4.0
225486,73829,4.5
171027,2302,4.0
45807,3682,3.5
2446,185,3.0
230613,4995,2.0
326037,69,3.0
102882,4995,4.0
119497,5816,4.0
37356,61123,3.5
121011,4557,2.0
219172,1615,3.0
261105,77561,4.5
168256,1831,1.5
313712,185,4.0
114695,4995,4.0
176696,19,3.0
28534,114554,4.5
118645,44191,4.0
52907,292,4.5
247413,780,5.0
271337,1845,4.5
294144,4467,4.0
156154,1282,3.0
89114,2000,4.0
151936,3114,2.0
2511,173,3.0
195793,19,3.0
104671,1282,5.0
89215,27592,5.0
163934,780,4.0
210921,4995,4.0
113017,2302,4.5
72479,3361,5.0
270051,2005,3.5
309623,77561,4.0
24771,4239,4.0
102638,1371,5.0
82057,3688,2.0
194395,4995,2.5
270343,83613,2.5
256022,4995,4.5
310344,80969,3.5
122731,3361,2.5
255357,3016,3.0
157256,3072,4.0
293609,77561,3.0
271579,292,1.0
136993,4995,4.0
195629,173,3.0
314841,5816,3.0
309999,2302,4.0
23174,4995,3.0
73322,1371,5.0
32154,1282,4.0
190120,1282,2.5
256833,1918,2.0
52165,69122,5.0
227239,3072,3.0
194166,4995,5.0
296789,181315,4.5
2688,1282,5.0
126627,185,2.0
280590,236,2.5
231361,8884,4.0
102020,3361,5.0
36809,44191,4.0
235150,2012,1.5
27077,4995,4.0
59676,2005,4.5
51132,3114,3.0
60281,77561,4.5
95984,19,3.5
21469,2989,3.0
277587,44191,5.0
311912,2973,3.0
290712,77561,4.0
307158,2012,5.0
329183,4995,4.5
205825,780,5.0
83006,1686,2.0
239981,126749,1.0
204514,64614,4.0
189614,45000,3.5
62088,86,4.0
265949,69122,4.0
87841,331,3.0
144749,27592,3.5
194001,1259,3.0
288748,3072,3.0
195786,5816,3.0
215884,69122,3.5
213999,35,3.0
311819,3100,2.0
14373,173,3.0
283620,85788,5.0
88747,236,3.0
323181,780,5.0
28709,71057,3.0
78723,1918,3.0
243559,4814,3.5
100275,1259,4.5
230640,3081,2.0
124235,185,2.0
321763,107406,3.5
117438,8951,4.0
227692,5501,1.0
192080,19,3.0
160095,19,5.0
203753,4239,4.0
98724,292,2.5
233970,37736,3.5
264121,69122,3.5
65624,19,4.0
324399,1371,4.0
45406,8866,3.0
315484,2110,3.0
39740,6166,1.5
124937,173,3.0
12106,3114,4.5
158114,62511,4.0
293441,2565,5.0
180853,26366,1.5
269185,454,3.0
89335,2012,2.5
24620,3081,4.0
308065,70,0.5
161680,5816,4.0
33087,44191,4.0
67648,292,3.0
216195,454,4.0
324789,3081,4.5
118441,155,3.0
237731,333,4.0
66212,1996,3.5
196724,780,4.0
160886,4995,4.5
252156,869,4.0
143703,454,2.0
32529,173,1.0
259392,27815,5.0
143850,1845,3.0
65024,185,3.0
230897,1731,3.5
74965,58839,3.0
176050,258859,3.0
193746,1615,2.0
53192,44191,3.0
230297,780,3.0
261421,173,3.0
4785,292,3.5
280850,63113,3.0
160304,3979,3.0
290989,780,2.5
125504,1361,5.0
292528,3114,4.0
205512,292,3.0
21573,2012,4.0
143821,229,4.0
121909,2005,4.0
69418,453,3.0
213456,236,4.0
171153,116887,4.5
144099,37736,3.5
25742,780,3.0
93688,2000,3.5
79212,4995,3.0
140526,2000,4.0
158343,5816,3.0
180980,8914,3.0
222542,3081,4.0
195805,2005,5.0
32957,1361,4.0
46930,2989,3.5
191415,2000,5.0
4707,3072,3.0
87214,5816,4.0
253763,333,5.0
239875,69122,4.0
134446,1371,2.0
101164,1279,1.0
106284,4995,4.5
62815,70,2.0
328157,44191,2.0
245893,70,2.5
5838,44191,5.0
72609,2302,2.0
137132,58839,2.0
61613,2012,4.5
219015,4995,3.5
68647,780,4.0
34191,64614,3.5
262626,780,4.0
8309,2460,1.5
37866,173,2.0
48859,1259,3.0
120911,5816,4.5
35811,1282,3.0
265726,2012,2.5
168741,5816,3.5
223645,77561,2.5
270123,3114,4.0
170285,4239,3.5
141990,1918,3.0
252537,2973,3.0
206646,5816,2.5
7495,1914,4.0
230147,55118,4.5
14078,5816,3.5
7441,780,2.0
118140,2005,3.0
268078,19,3.5
110796,49910,4.0
38702,2096,4.5
311965,64614,4.0
20479,44191,5.0
89294,5816,4.0
268076,2065,4.5
94525,44685,0.5
19279,71057,5.0
259478,5816,4.0
121716,780,3.5
81805,64614,3.5
148690,780,4.0
7678,4822,2.0
3023,2065,5.0
262716,69122,3.5
141880,780,4.0
221820,7177,3.0
16659,780,4.0
88095,1647,3.0
174675,3114,3.0
14241,5816,3.0
162188,292,4.0
16908,69122,2.5
119373,8914,3.5
307654,1259,4.0
301028,2012,2.0
164829,780,3.0
126130,41997,3.0
46138,4995,4.0
120534,1259,4.0
18532,44191,4.0
7561,69122,2.5
24894,2731,5.0
148595,185,5.0
208497,1694,3.0
244386,6166,3.0
151008,2302,1.0
121172,2731,4.5
23241,41997,4.0
284310,780,3.0
314865,5816,4.0
182555,107406,3.0
66147,185,2.0
315057,4995,2.0
104080,3114,4.0
295813,5816,4.0
178553,229,4.0
312306,2005,1.0
176763,333,3.5
196954,26974,0.5
228941,8914,4.0
171180,3081,3.0
197193,236,3.0
162604,44191,2.5
232053,292,2.0
201132,780,3.0
245736,74510,2.5
98899,107406,5.0
6273,3114,0.5
245315,3072,5.0
326399,780,4.0
39866,7008,2.0
120506,2000,3.0
14404,25771,3.5
234680,173,2.5
185170,44191,4.5
68853,5825,3.0
138220,107406,3.5
196690,5501,1.0
191644,1259,5.0
55497,77561,2.5
52029,185,4.0
135866,1371,3.0
21573,1371,3.0
171780,2565,4.0
276970,3361,3.0
288108,253154,1.0
324726,3114,5.0
289402,3100,3.0
329068,333,4.5
45713,2012,3.0
144190,1259,3.5
252302,3361,4.5
327439,1282,5.0
4081,236,3.0
162045,2065,3.5
303245,1283,4.5
177428,4643,2.0
247333,4643,4.0
211316,2302,5.0
288925,2302,4.0
147453,2005,2.0
181345,3081,4.0
57941,19,2.5
57214,71057,4.5
284323,780,1.0
140844,2096,3.0
240886,77561,2.5
261653,292,3.0
68843,185,1.5
75945,19,3.0
